student_id,department,cgpa,project_score,dsa_score,hackathon_wins,aptitude_score,hr_score,resume_ats_score,cs_fundamentals_score,placement_status,company_name,company_type,job_role,salary_lpa
12501272,CSE/IT,7.33,51.68,34.66,2,45.74,47.19,48.38,75.93,Placed,TCS,Mass,Support,6.24
12500902,CSE/IT,5.6,41.47,63.0,2,67.07,55.58,61.86,46.88,Placed,Sopra Steria,Mass,Support,3.47
12502277,ECE,7.37,46.5,45.41,0,60.06,66.84,63.26,65.4,Placed,Wipro,Mass,Support,6.59
12500019,CSE/IT,6.47,70.41,48.97,1,35.53,50.47,67.47,26.88,Placed,Wipro,Mass,Support,9.23
12500013,CSE/IT,8.12,44.52,43.15,1,70.24,50.16,16.07,50.5,Placed,TCS,Mass,Analyst,8.01
12503240,CSE/IT,7.01,43.15,45.53,0,53.12,60.64,51.67,60.98,Placed,Wipro,Mass,Analyst,5.57
12501483,ECE,6.91,52.35,60.45,1,67.65,54.81,79.2,20.69,Placed,DXC Technology,Mass,Support,4.8
12502091,CSE/IT,7.12,23.68,65.66,0,36.69,45.0,35.5,70.37,Placed,Tech Mahindra,Mass,Support,9.63
12500139,ECE,6.91,69.38,42.83,2,64.56,52.05,45.16,58.94,Placed,CGI,Mass,Analyst,8.9
12501379,CSE/IT,6.82,39.89,59.62,0,43.24,53.81,39.32,55.27,Placed,Sopra Steria,Mass,Analyst,4.92
12502515,CSE/IT,6.41,47.39,55.27,0,45.63,41.13,64.59,49.61,Placed,Reliance Jio,Mass,Support,7.84
12500496,ECE,7.45,56.24,53.36,1,62.39,48.85,36.58,49.83,Placed,Birlasoft,Mass,Support,7.69
12503829,ECE,7.49,35.2,77.32,0,29.83,57.43,39.42,44.71,Placed,TCS,Mass,Support,7.36
12503935,CSE/IT,6.9,43.38,56.28,0,51.78,45.4,58.44,39.07,Placed,Wipro,Mass,Analyst,5.51
12500096,CSE/IT,7.06,47.97,56.11,0,59.68,18.36,54.61,33.81,Placed,DXC Technology,Mass,Analyst,9.62
12500606,CSE/IT,7.01,39.08,56.55,0,52.93,63.96,40.58,47.58,Placed,CGI,Mass,Support,3.9
12502986,CSE/IT,7.3,59.92,35.83,2,49.69,37.36,59.2,51.95,Placed,Birlasoft,Mass,Support,8.15
12501315,CSE/IT,6.98,52.88,47.45,0,44.76,47.92,42.23,56.12,Placed,TCS,Mass,Support,7.98
12502547,ECE,6.88,32.95,65.33,0,50.6,41.52,60.39,69.66,Placed,Zensar,Mass,Support,6.62
12503027,ECE,7.53,34.36,57.12,0,50.3,37.21,63.21,68.88,Placed,Sopra Steria,Mass,Support,7.58
12502085,ECE,7.39,53.87,57.01,1,39.44,43.25,35.05,64.33,Placed,Infosys,Mass,Support,7.6
12503785,CSE/IT,6.86,35.37,52.04,0,63.75,35.64,30.86,76.64,Placed,Reliance Jio,Mass,Analyst,6.8
12502405,CSE/IT,7.09,41.25,65.19,2,33.46,46.18,25.67,50.13,Placed,TCS,Mass,Support,4.82
12501314,CSE/IT,6.19,42.39,55.03,1,41.9,57.29,61.74,62.52,Placed,HCL,Mass,Analyst,4.67
12503629,CSE/IT,7.43,64.4,34.11,1,63.9,46.45,31.99,50.28,Placed,Zensar,Mass,Analyst,3.92
12501819,ECE,6.0,47.6,63.42,0,57.92,52.75,56.97,66.54,Placed,Wipro,Mass,Support,4.48
12502217,Civil,7.27,66.29,70.45,1,47.28,48.06,43.54,76.02,Placed,DXC Technology,Mass,Support,9.39
12500457,CSE/IT,6.59,41.92,51.89,1,56.02,78.19,44.0,55.18,Placed,Zensar,Mass,Analyst,6.71
12503191,ECE,7.6,56.45,44.58,0,55.56,65.72,40.22,61.39,Placed,Zensar,Mass,Support,7.26
12500892,CSE/IT,6.46,29.33,63.72,1,57.1,42.31,55.38,55.46,Placed,HCL,Mass,Support,3.39
12500212,ECE,7.47,53.31,41.27,0,52.74,73.4,72.38,55.38,Placed,HCL,Mass,Analyst,4.55
12500289,ECE,6.74,63.76,53.84,1,72.35,37.41,42.26,47.1,Placed,Cybage,Mass,Analyst,8.77
12500133,CSE/IT,6.67,54.42,55.2,2,53.63,46.73,31.77,44.32,Placed,Birlasoft,Mass,Support,9.35
12501075,CSE/IT,6.74,30.07,70.22,1,51.58,37.27,42.21,45.48,Placed,DXC Technology,Mass,Analyst,3.06
12502802,ECE,8.27,38.13,50.68,0,82.88,68.96,33.77,44.22,Placed,Tech Mahindra,Mass,Analyst,4.23
12503872,CSE/IT,7.34,45.25,49.52,0,49.7,26.71,52.75,50.04,Placed,TCS,Mass,Support,7.39
12503667,CSE/IT,6.67,48.12,55.31,1,43.88,50.06,39.02,54.85,Placed,HCL,Mass,Analyst,5.16
12500725,ECE,7.27,25.02,83.65,0,48.93,48.09,27.35,49.6,Placed,Wipro,Mass,Support,4.82
12501695,ECE,6.95,62.11,52.81,0,57.91,55.16,52.8,42.8,Placed,Cybage,Mass,Support,9.27
12500525,ECE,7.88,56.14,47.19,0,62.98,57.96,47.41,40.34,Placed,HCL,Mass,Support,4.17
12503116,Civil,6.92,49.22,83.3,0,58.02,53.5,63.32,60.66,Placed,Infosys,Mass,Support,4.13
12503787,CSE/IT,7.39,36.62,60.29,0,46.97,37.54,45.37,40.7,Placed,Zensar,Mass,Support,7.42
12500864,ECE,7.43,44.6,53.63,1,52.26,46.89,52.53,63.7,Placed,TCS,Mass,Support,7.49
12500355,CSE/IT,7.15,33.68,46.54,0,45.31,63.93,43.98,77.1,Placed,Cybage,Mass,Support,3.01
12502096,ECE,6.22,57.92,60.52,1,57.99,57.53,41.32,57.66,Placed,Reliance Jio,Mass,Analyst,8.09
12500559,Mechanical,7.31,48.06,76.54,0,63.64,30.96,46.13,62.85,Placed,TCS,Mass,Analyst,8.03
12503563,ECE,7.86,37.72,56.83,0,73.3,44.02,44.93,48.01,Placed,Reliance Jio,Mass,Analyst,4.46
12501779,CSE/IT,7.36,23.37,59.64,0,42.19,66.52,27.99,69.58,Placed,Tech Mahindra,Mass,Support,7.79
12502027,Mechanical,7.77,61.05,67.14,0,48.45,52.64,48.73,51.59,Placed,Sopra Steria,Mass,Support,8.39
12500115,CSE/IT,6.48,37.23,62.61,5,51.38,55.92,31.97,57.66,Placed,Wipro,Mass,Support,6.8
12500392,CSE/IT,7.29,36.16,51.57,0,53.93,51.4,44.57,55.01,Placed,Sopra Steria,Mass,Analyst,5.1
12500823,ECE,6.44,53.49,71.94,3,49.04,52.0,53.14,31.92,Placed,Reliance Jio,Mass,Analyst,8.86
12501617,ECE,7.4,51.02,60.51,4,41.26,36.74,36.23,58.54,Placed,DXC Technology,Mass,Support,5.26
12500534,CSE/IT,6.45,50.46,40.93,0,67.86,60.53,60.78,55.12,Placed,Wipro,Mass,Support,8.97
12503798,CSE/IT,6.66,38.88,60.13,0,44.4,63.53,38.05,53.77,Placed,Birlasoft,Mass,Support,6.87
12500734,CSE/IT,6.78,45.86,49.7,4,57.96,36.96,35.45,64.77,Placed,Birlasoft,Mass,Analyst,6.44
12501167,CSE/IT,6.97,38.77,75.91,1,23.05,41.23,32.12,34.4,Placed,TCS,Mass,Support,9.63
12502513,ECE,6.95,34.42,65.91,1,54.18,62.25,52.43,57.5,Placed,HCL,Mass,Analyst,4.67
12501688,Mechanical,7.68,61.64,71.39,0,48.57,46.44,30.84,56.59,Placed,Reliance Jio,Mass,Analyst,5.52
12501571,CSE/IT,6.98,37.09,46.31,0,60.62,61.89,37.6,70.18,Placed,Infosys,Mass,Analyst,9.3
12500712,CSE/IT,6.99,65.82,36.23,0,39.34,50.85,66.1,44.37,Placed,TCS,Mass,Support,4.96
12500346,CSE/IT,5.99,47.34,57.35,1,70.98,45.89,51.48,42.79,Placed,Tech Mahindra,Mass,Analyst,5.97
12500107,ECE,7.81,51.63,57.73,0,43.69,59.5,41.77,39.56,Placed,Reliance Jio,Mass,Support,8.83
12501925,CSE/IT,7.24,33.21,50.6,0,61.98,49.14,35.6,64.1,Placed,CGI,Mass,Analyst,5.79
12500168,CSE/IT,5.99,50.63,60.81,2,45.71,51.37,36.64,53.93,Placed,Birlasoft,Mass,Analyst,3.66
12500498,CSE/IT,6.12,43.1,66.73,0,55.06,46.69,30.14,48.71,Placed,Tech Mahindra,Mass,Analyst,9.44
12502107,ECE,7.63,20.77,59.16,0,56.52,78.28,55.85,67.79,Placed,Cybage,Mass,Analyst,3.48
12503666,ECE,7.29,37.74,60.24,3,57.31,65.68,48.43,54.63,Placed,Tech Mahindra,Mass,Support,4.11
12501948,ECE,7.24,39.52,62.47,1,38.71,35.38,66.71,58.03,Placed,DXC Technology,Mass,Analyst,5.97
12503125,CSE/IT,7.51,29.22,55.6,0,46.4,44.85,50.66,53.08,Placed,Zensar,Mass,Analyst,8.71
12503698,CSE/IT,6.14,68.83,52.02,1,55.44,53.52,30.95,36.18,Placed,Reliance Jio,Mass,Analyst,5.69
12502984,CSE/IT,6.5,38.62,55.73,0,39.35,79.92,47.96,58.76,Placed,Cybage,Mass,Analyst,4.09
12500012,ECE,7.46,51.69,55.16,1,48.06,37.89,62.17,44.71,Placed,Cybage,Mass,Support,9.54
12500144,CSE/IT,6.56,55.41,45.79,0,60.52,42.35,51.77,48.13,Placed,Cybage,Mass,Support,8.94
12500550,CSE/IT,6.84,33.33,49.92,0,65.87,25.26,43.79,75.05,Placed,Birlasoft,Mass,Analyst,8.4
12501708,ECE,7.54,39.21,49.53,1,66.74,65.22,40.83,68.87,Placed,DXC Technology,Mass,Support,6.89
12500872,CSE/IT,6.01,57.37,47.1,3,46.02,48.95,63.78,55.68,Placed,CGI,Mass,Analyst,9.51
12500308,ECE,7.33,47.56,50.47,0,65.04,33.23,47.48,65.66,Placed,Zensar,Mass,Support,6.08
12500017,ECE,7.49,56.65,40.68,0,68.7,43.96,67.3,49.75,Placed,Tech Mahindra,Mass,Support,7.38
12502534,ECE,7.2,51.15,54.07,3,44.83,64.08,48.99,56.76,Placed,Birlasoft,Mass,Analyst,4.81
12503652,ECE,7.55,68.36,34.37,3,62.01,69.11,52.99,48.82,Placed,CGI,Mass,Support,3.5
12501274,CSE/IT,7.12,43.54,41.74,0,51.25,82.39,64.89,45.86,Placed,TCS,Mass,Analyst,9.17
12503637,Mechanical,7.92,41.31,74.83,2,61.25,36.42,48.21,57.46,Placed,Sopra Steria,Mass,Support,9.12
12503137,ECE,7.41,54.14,48.94,0,60.25,47.66,67.48,40.79,Placed,CGI,Mass,Support,7.82
12500944,CSE/IT,6.67,48.24,49.62,0,51.21,31.3,50.25,58.32,Placed,Wipro,Mass,Analyst,4.21
12502550,ECE,7.46,46.25,64.99,0,58.2,34.58,40.62,38.65,Placed,TCS,Mass,Support,7.71
12501015,ECE,7.62,52.59,47.94,2,54.02,66.36,50.51,49.19,Placed,Sopra Steria,Mass,Analyst,5.24
12501337,CSE/IT,6.9,30.69,60.09,1,39.12,67.92,47.65,54.33,Placed,DXC Technology,Mass,Analyst,4.41
12500509,CSE/IT,6.33,48.3,51.46,5,38.25,53.49,52.67,62.36,Placed,TCS,Mass,Support,6.0
12501592,CSE/IT,7.32,49.55,31.52,0,76.54,52.54,31.63,69.2,Placed,Zensar,Mass,Support,5.25
12501276,ECE,7.84,45.83,49.22,4,68.13,38.68,55.64,47.78,Placed,Sopra Steria,Mass,Support,5.17
12501354,ECE,7.21,57.65,46.56,1,40.45,58.73,46.95,68.53,Placed,Sopra Steria,Mass,Analyst,8.55
12502392,CSE/IT,6.37,48.0,66.05,1,39.11,50.99,60.28,22.65,Placed,Tech Mahindra,Mass,Support,3.11
12501861,CSE/IT,7.17,49.28,43.31,0,68.27,61.12,26.55,51.9,Placed,Sopra Steria,Mass,Analyst,9.44
12500482,CSE/IT,6.7,34.19,59.4,0,58.72,42.36,55.2,45.55,Placed,Sopra Steria,Mass,Support,7.17
12501803,CSE/IT,7.57,41.4,48.45,0,53.35,44.69,35.07,51.89,Placed,Cybage,Mass,Analyst,6.2
12501717,ECE,6.36,51.91,68.43,0,57.86,50.92,29.84,51.73,Placed,DXC Technology,Mass,Support,8.11
12500807,ECE,8.3,38.34,51.1,0,72.04,26.73,42.8,53.02,Placed,Wipro,Mass,Analyst,7.49
12501887,CSE/IT,6.81,40.32,51.73,0,50.25,39.98,53.15,57.74,Placed,Wipro,Mass,Analyst,5.17
12502418,ECE,7.03,55.19,47.85,1,52.46,33.41,75.14,55.39,Placed,Wipro,Mass,Support,4.29
12500391,CSE/IT,7.25,39.41,53.14,0,48.31,35.25,22.97,67.03,Placed,Birlasoft,Mass,Support,8.4
12500451,ECE,7.07,33.0,64.3,1,73.44,52.13,44.76,52.83,Placed,Infosys,Mass,Support,9.69
12503477,ECE,7.02,55.91,45.13,1,69.63,37.28,39.99,71.03,Placed,HCL,Mass,Analyst,5.3
12500465,ECE,7.07,56.64,55.69,0,45.86,51.63,49.38,48.54,Placed,CGI,Mass,Analyst,7.06
12502923,CSE/IT,7.31,38.37,48.39,0,42.93,57.88,40.81,61.84,Placed,Wipro,Mass,Support,4.59
12503877,ECE,6.99,44.03,53.33,2,50.14,59.34,35.05,81.25,Placed,CGI,Mass,Analyst,6.98
12503929,CSE/IT,6.82,42.51,70.3,0,49.17,45.06,22.23,29.22,Placed,Tech Mahindra,Mass,Support,4.55
12501581,ECE,8.07,28.51,62.24,1,44.3,48.37,47.81,56.43,Placed,Infosys,Mass,Analyst,5.39
12500531,CSE/IT,7.13,52.09,43.97,0,49.49,60.94,52.27,40.75,Placed,Reliance Jio,Mass,Support,9.87
12503676,ECE,6.95,66.01,55.04,1,31.36,36.39,53.45,49.25,Placed,Sopra Steria,Mass,Analyst,7.99
12502899,Mechanical,7.26,48.96,86.19,1,38.07,46.25,42.76,49.37,Placed,Birlasoft,Mass,Support,6.8
12501299,ECE,6.78,71.17,49.15,1,54.21,43.15,54.39,40.74,Placed,TCS,Mass,Analyst,3.01
12502667,CSE/IT,6.89,40.91,46.5,1,57.62,58.87,57.99,51.17,Placed,Tech Mahindra,Mass,Analyst,9.56
12502729,CSE/IT,6.75,40.09,64.97,0,37.63,35.47,54.18,36.76,Placed,Tech Mahindra,Mass,Support,8.72
12500551,CSE/IT,7.38,31.11,52.15,1,66.45,36.03,46.93,50.19,Placed,Infosys,Mass,Analyst,4.39
12502224,ECE,7.23,42.87,71.19,1,33.39,40.2,36.3,51.2,Placed,Tech Mahindra,Mass,Analyst,5.7
12501588,CSE/IT,6.52,40.94,54.48,1,39.34,42.35,36.9,73.69,Placed,Wipro,Mass,Support,6.93
12501516,CSE/IT,6.68,36.59,60.49,4,46.99,47.52,54.44,44.13,Placed,DXC Technology,Mass,Analyst,8.66
12503608,CSE/IT,6.66,32.72,57.55,0,52.95,50.11,55.5,52.37,Placed,DXC Technology,Mass,Analyst,6.39
12501848,CSE/IT,7.06,40.98,57.41,0,45.12,37.77,41.64,46.7,Placed,Zensar,Mass,Support,3.52
12501112,ECE,7.71,22.74,67.15,1,61.77,44.09,36.19,60.67,Placed,Birlasoft,Mass,Analyst,5.33
12500446,CSE/IT,7.03,41.96,55.73,0,44.65,30.84,33.29,57.78,Placed,DXC Technology,Mass,Analyst,5.93
12500630,ECE,6.85,52.57,57.64,0,50.09,30.66,45.76,61.86,Placed,Birlasoft,Mass,Analyst,4.53
12500979,ECE,7.83,36.9,54.74,0,39.8,71.21,52.23,57.61,Placed,Zensar,Mass,Analyst,7.65
12500408,CSE/IT,6.69,51.51,49.44,1,57.57,40.15,37.01,51.31,Placed,Cybage,Mass,Analyst,4.46
12502601,ECE,7.28,61.87,59.61,0,39.16,50.98,26.67,43.29,Placed,Reliance Jio,Mass,Support,5.69
12501152,CSE/IT,7.67,24.72,55.89,0,39.48,80.96,37.11,52.93,Placed,Reliance Jio,Mass,Support,4.4
12500591,ECE,7.96,41.74,59.63,4,49.39,55.73,33.31,45.66,Placed,Birlasoft,Mass,Support,4.62
12503254,CSE/IT,6.02,65.28,42.07,0,55.37,64.74,39.67,54.39,Placed,DXC Technology,Mass,Analyst,5.64
12502646,ECE,6.83,26.82,67.53,1,57.96,43.88,57.38,64.23,Placed,Wipro,Mass,Support,9.51
12502690,CSE/IT,7.16,25.48,65.2,0,61.21,65.76,33.13,36.39,Placed,Birlasoft,Mass,Analyst,9.88
12503750,CSE/IT,7.43,33.29,57.37,0,52.78,19.6,39.37,51.2,Placed,HCL,Mass,Support,4.17
12501346,CSE/IT,6.72,44.15,45.9,0,59.97,43.85,61.19,51.37,Placed,CGI,Mass,Support,5.87
12500302,ECE,7.37,65.42,46.5,1,37.58,40.95,60.75,46.67,Placed,Cybage,Mass,Support,4.97
12500407,Mechanical,7.59,53.98,63.67,2,60.42,59.82,63.13,49.88,Placed,Tech Mahindra,Mass,Support,9.51
12501283,CSE/IT,7.35,28.13,66.55,0,41.81,42.06,41.66,38.58,Placed,Birlasoft,Mass,Analyst,5.25
12502353,CSE/IT,7.06,54.84,43.85,0,68.4,48.72,39.93,35.9,Placed,HCL,Mass,Support,4.96
12503124,CSE/IT,6.74,45.18,49.38,0,49.37,48.67,46.49,55.93,Placed,Wipro,Mass,Support,6.91
12500586,ECE,7.77,52.53,50.0,0,45.21,37.6,54.78,49.02,Placed,TCS,Mass,Support,5.68
12501491,Civil,8.1,52.24,73.55,0,51.56,23.47,56.16,58.54,Placed,Infosys,Mass,Analyst,8.72
12502147,CSE/IT,6.8,52.05,46.27,0,55.39,47.91,64.37,34.14,Placed,DXC Technology,Mass,Support,7.15
12503969,ECE,6.72,46.72,63.93,0,55.75,65.12,48.38,41.81,Placed,Birlasoft,Mass,Support,4.94
12500967,ECE,7.19,56.07,55.41,2,60.59,33.03,58.22,34.38,Placed,HCL,Mass,Analyst,9.95
12502326,ECE,6.97,43.84,63.6,0,55.59,40.62,42.74,52.58,Placed,Wipro,Mass,Support,4.05
12500027,ECE,7.51,53.79,43.95,0,49.13,64.56,42.29,63.95,Placed,Reliance Jio,Mass,Support,8.82
12503774,CSE/IT,7.09,35.29,55.86,2,43.26,46.16,31.71,61.93,Placed,Birlasoft,Mass,Analyst,5.55
12501544,CSE/IT,6.75,54.62,44.1,1,44.73,51.98,59.77,44.42,Placed,CGI,Mass,Analyst,4.05
12501141,CSE/IT,6.31,70.53,42.11,1,52.43,42.42,54.27,35.86,Placed,Wipro,Mass,Support,5.42
12502694,ECE,7.76,43.21,55.46,0,46.6,40.44,32.63,63.78,Placed,TCS,Mass,Support,5.62
12501374,Mechanical,7.43,55.71,57.22,0,59.59,62.88,57.92,67.97,Placed,Infosys,Mass,Analyst,7.03
12500436,ECE,6.74,61.62,48.83,0,63.12,68.57,45.98,46.32,Placed,DXC Technology,Mass,Analyst,6.11
12500683,ECE,6.19,55.92,61.35,0,24.71,49.26,55.32,66.98,Placed,Tech Mahindra,Mass,Support,7.19
12503764,ECE,6.49,44.21,74.04,1,23.19,44.79,43.87,59.01,Placed,TCS,Mass,Support,5.96
12502374,ECE,6.74,48.65,68.26,0,40.32,51.45,47.88,42.11,Placed,Reliance Jio,Mass,Support,8.9
12500382,ECE,7.36,30.92,54.36,0,64.6,48.0,51.68,69.94,Placed,Sopra Steria,Mass,Analyst,7.04
12503985,CSE/IT,7.21,35.68,51.49,0,31.98,56.64,52.75,57.47,Placed,Wipro,Mass,Analyst,8.36
12500119,Civil,8.14,51.87,70.04,0,82.59,51.22,36.75,47.78,Placed,Infosys,Mass,Support,3.92
12503861,CSE/IT,6.85,49.07,46.78,0,60.08,61.17,45.82,40.06,Placed,Birlasoft,Mass,Support,7.21
12501670,CSE/IT,5.93,41.62,54.93,0,50.93,66.12,36.36,68.66,Placed,Sopra Steria,Mass,Analyst,3.14
12500071,CSE/IT,7.17,35.59,48.82,1,59.89,59.42,45.75,49.9,Placed,Zensar,Mass,Support,5.45
12501991,Mechanical,6.99,62.2,61.26,0,54.03,59.41,48.68,69.85,Placed,Cybage,Mass,Analyst,8.49
12503763,ECE,7.38,50.39,52.18,0,32.63,46.52,47.97,65.96,Placed,Cybage,Mass,Support,8.81
12501740,Mechanical,8.11,63.46,56.36,0,47.22,39.64,47.95,60.74,Placed,Tech Mahindra,Mass,Analyst,3.51
12501096,ECE,7.44,57.94,50.11,0,48.08,64.47,43.77,42.9,Placed,Birlasoft,Mass,Analyst,3.48
12500562,ECE,7.26,35.15,60.58,0,76.2,32.87,42.57,53.78,Placed,Zensar,Mass,Support,7.35
12500439,ECE,7.07,42.44,54.11,0,46.93,54.58,70.63,55.34,Placed,Cybage,Mass,Analyst,4.53
12501534,CSE/IT,6.75,46.8,46.54,1,43.76,55.51,68.29,44.24,Placed,Tech Mahindra,Mass,Support,9.97
12502655,CSE/IT,6.98,52.52,47.95,1,61.79,59.03,36.91,32.87,Placed,Zensar,Mass,Support,5.31
12500347,Mechanical,7.17,50.65,72.09,0,55.37,43.26,40.12,68.46,Placed,Sopra Steria,Mass,Analyst,9.29
12501737,ECE,6.77,85.2,39.52,2,52.05,44.66,61.84,31.47,Placed,Infosys,Mass,Support,5.78
12502497,ECE,7.34,55.81,57.18,1,46.74,16.95,34.12,55.27,Placed,Sopra Steria,Mass,Analyst,5.45
12501559,CSE/IT,6.75,51.49,48.62,1,47.57,28.77,48.46,50.75,Placed,Sopra Steria,Mass,Analyst,5.4
12502816,CSE/IT,7.13,48.1,55.04,0,36.58,36.98,47.48,36.53,Placed,Reliance Jio,Mass,Analyst,3.99
12500709,Civil,7.13,48.52,66.75,1,62.94,68.15,78.45,66.34,Placed,TCS,Mass,Support,4.15
12500754,CSE/IT,6.53,33.06,53.56,1,65.24,53.17,59.21,48.18,Placed,DXC Technology,Mass,Support,6.05
12503832,ECE,7.25,60.65,52.35,2,41.77,46.8,46.52,45.35,Placed,Birlasoft,Mass,Support,6.55
12501205,CSE/IT,6.42,34.99,53.39,3,73.17,49.13,55.37,46.82,Placed,Reliance Jio,Mass,Analyst,3.68
12501259,CSE/IT,6.42,22.03,65.48,0,52.89,52.8,55.32,52.53,Placed,Birlasoft,Mass,Support,6.32
12503959,ECE,7.42,58.73,35.23,0,59.05,56.58,52.8,64.46,Placed,Infosys,Mass,Analyst,6.24
12503192,ECE,7.34,62.36,54.99,0,46.74,51.6,55.17,22.66,Placed,Birlasoft,Mass,Support,4.97
12500537,CSE/IT,6.93,50.94,29.73,0,51.96,61.54,71.29,60.59,Placed,Sopra Steria,Mass,Analyst,9.41
12501317,CSE/IT,6.82,46.87,49.81,1,46.01,29.35,53.31,50.09,Placed,Infosys,Mass,Support,7.39
12500659,ECE,7.63,59.55,42.53,0,64.98,61.78,42.03,41.76,Placed,Birlasoft,Mass,Analyst,9.42
12501313,CSE/IT,6.89,34.13,46.75,2,60.46,35.49,54.14,64.16,Placed,DXC Technology,Mass,Analyst,3.14
12502538,CSE/IT,6.05,49.24,60.97,1,41.16,63.66,42.91,39.0,Placed,Infosys,Mass,Support,4.75
12501280,Civil,7.58,54.06,60.13,0,70.78,69.5,56.17,68.12,Placed,Cybage,Mass,Analyst,9.91
12502608,Civil,7.11,74.57,64.26,0,61.78,45.03,48.82,55.88,Placed,Sopra Steria,Mass,Analyst,7.54
12500792,ECE,7.41,34.52,73.72,1,32.32,52.25,33.06,46.98,Placed,Reliance Jio,Mass,Analyst,8.97
12501817,ECE,7.66,43.02,56.84,0,62.71,44.98,56.75,31.78,Placed,Tech Mahindra,Mass,Analyst,4.35
12501300,CSE/IT,6.03,44.6,61.91,2,42.28,50.5,56.73,39.13,Placed,TCS,Mass,Support,6.49
12502172,CSE/IT,5.93,46.48,61.85,2,54.33,55.01,38.99,41.07,Placed,DXC Technology,Mass,Analyst,5.84
12503551,ECE,7.3,50.58,65.62,0,38.42,30.76,41.62,39.14,Placed,TCS,Mass,Support,8.36
12503455,ECE,7.72,26.71,64.11,3,38.36,37.64,51.88,62.15,Placed,CGI,Mass,Support,5.02
12501021,CSE/IT,6.14,50.58,58.32,1,37.24,42.05,41.88,50.59,Placed,Cybage,Mass,Support,4.91
12502079,CSE/IT,7.0,53.5,39.99,1,59.39,59.73,32.98,50.83,Placed,Wipro,Mass,Analyst,9.57
12500057,ECE,7.2,47.14,58.35,0,40.99,41.6,44.39,57.26,Placed,Reliance Jio,Mass,Support,9.98
12502701,Mechanical,7.12,63.94,57.28,2,59.9,58.23,56.98,60.59,Placed,TCS,Mass,Support,8.59
12502467,ECE,7.21,40.13,55.23,1,61.66,63.57,64.02,41.58,Placed,Birlasoft,Mass,Analyst,3.91
12503553,CSE/IT,6.97,52.66,45.53,1,36.36,32.73,59.75,46.21,Placed,CGI,Mass,Analyst,9.96
12500227,ECE,6.45,48.96,69.96,0,46.19,60.04,33.86,44.15,Placed,Birlasoft,Mass,Analyst,8.03
12503793,CSE/IT,7.36,15.42,59.98,3,51.66,40.45,44.09,61.8,Placed,CGI,Mass,Analyst,3.17
12501800,ECE,7.55,45.61,55.95,1,32.15,55.76,60.65,46.02,Placed,TCS,Mass,Support,3.98
12502710,ECE,6.77,50.91,53.6,2,62.02,49.47,58.17,47.18,Placed,Cybage,Mass,Analyst,7.98
12501626,CSE/IT,6.43,40.35,56.7,0,63.75,49.33,38.16,45.48,Placed,TCS,Mass,Support,3.31
12503354,ECE,7.49,43.49,55.06,1,45.89,84.45,32.75,52.95,Placed,Wipro,Mass,Analyst,7.2
12500975,CSE/IT,8.4,12.2,48.41,1,82.73,54.09,21.94,55.77,Placed,TCS,Mass,Support,7.76
12502681,CSE/IT,6.33,63.67,33.86,2,74.97,37.99,48.35,51.79,Placed,DXC Technology,Mass,Support,5.99
12501414,ECE,6.96,30.64,63.41,2,47.42,75.4,57.65,53.77,Placed,DXC Technology,Mass,Support,7.66
12503746,CSE/IT,6.47,44.42,43.61,2,55.35,46.95,54.55,62.95,Placed,Sopra Steria,Mass,Analyst,5.49
12500668,CSE/IT,6.19,53.5,55.15,1,44.1,40.38,35.88,50.42,Placed,HCL,Mass,Analyst,4.58
12503687,CSE/IT,5.84,39.33,68.15,3,31.76,73.74,57.0,35.96,Placed,TCS,Mass,Support,5.46
12500916,ECE,6.54,57.52,58.95,0,34.41,52.81,53.43,49.19,Placed,Sopra Steria,Mass,Support,4.27
12502630,Civil,8.09,52.43,65.26,0,56.7,72.21,48.05,57.23,Placed,Sopra Steria,Mass,Analyst,7.4
12500255,CSE/IT,7.02,32.23,50.92,0,55.44,47.65,22.52,72.07,Placed,Zensar,Mass,Analyst,6.47
12503614,CSE/IT,6.79,30.32,54.11,0,72.52,48.6,50.33,43.61,Placed,DXC Technology,Mass,Analyst,3.29
12502138,ECE,7.72,62.81,43.52,3,63.34,48.03,40.07,35.82,Placed,Birlasoft,Mass,Support,6.47
12500763,ECE,6.94,34.81,58.74,0,74.44,26.75,50.38,60.57,Placed,Sopra Steria,Mass,Support,9.94
12502339,ECE,6.8,49.75,48.8,1,66.05,76.11,54.5,48.96,Placed,Wipro,Mass,Analyst,5.95
12503596,ECE,6.48,46.94,62.78,0,48.5,65.93,44.51,51.29,Placed,Zensar,Mass,Support,6.4
12500893,CSE/IT,6.16,35.74,57.94,0,45.76,49.33,54.8,56.91,Placed,Reliance Jio,Mass,Support,9.65
12502089,ECE,8.09,27.44,50.8,0,67.68,44.05,61.61,51.46,Placed,HCL,Mass,Support,8.3
12500778,CSE/IT,6.51,48.44,46.37,1,28.01,52.68,67.65,55.08,Placed,Cybage,Mass,Analyst,3.19
12502860,CSE/IT,5.99,39.91,52.36,0,51.17,57.89,36.47,72.75,Placed,Birlasoft,Mass,Analyst,3.9
12503519,Mechanical,7.47,69.5,60.16,0,53.97,52.3,58.33,37.86,Placed,Zensar,Mass,Support,3.12
12501934,ECE,7.62,58.88,48.99,1,58.32,50.59,42.12,32.75,Placed,Cybage,Mass,Analyst,4.54
12501267,ECE,6.67,43.03,60.74,0,46.04,52.83,34.67,69.38,Placed,Wipro,Mass,Support,4.71
